source.uri,country,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class
orangeville.com,Canada,unknown,unknown,unknown,C4,C2
orilliamatters.com,Canada,unknown,unknown,unknown,C4,C2
ottawa.ctvnews.ca,Canada,unknown,unknown,unknown,C4,C2
ottawasun.com,Canada,unknown,unknown,unknown,C4,C2
ourwindsor.ca,Canada,unknown,unknown,unknown,C4,C2
peacearchnews.com,Canada,unknown,unknown,unknown,C4,C2
piquenewsmagazine.com,Canada,unknown,unknown,unknown,C4,C2
princegeorgecitizen.com,Canada,unknown,unknown,unknown,C4,C2
qnetnews.ca,Canada,unknown,unknown,unknown,C4,C2
queensjournal.ca,Canada,unknown,unknown,unknown,C4,C2
rebelnews.ie,Canada,unknown,unknown,unknown,C4,C2
saskatoon.ctvnews.ca,Canada,unknown,unknown,unknown,C4,C2
screenrant.com,Canada,unknown,unknown,unknown,C4,C2
sportsnet.ca,Canada,unknown,unknown,unknown,C4,C2
sprucegroveexaminer.com,Canada,unknown,unknown,unknown,C4,C2
standard-freeholder.com,Canada,unknown,unknown,unknown,C4,C2
steinbachonline.com,Canada,unknown,unknown,unknown,C4,C2
stouffville.com,Canada,unknown,unknown,unknown,C4,C2
surreynowleader.com,Canada,unknown,unknown,unknown,C4,C2
tbnewswatch.com,Canada,unknown,unknown,unknown,C4,C2
terracestandard.com,Canada,unknown,unknown,unknown,C4,C2
theglobeandmail.com,Canada,unknown,unknown,unknown,C4,C2
thenewsleaders.net,Canada,unknown,unknown,unknown,C4,C2
thenorthernview.com,Canada,unknown,unknown,unknown,C4,C2
thepeterboroughexaminer.com,Canada,unknown,unknown,unknown,C4,C2
theprovince.com,Canada,unknown,unknown,unknown,C4,C2
thescore.com,Canada,unknown,unknown,unknown,C4,C2
thesheaf.com,Canada,unknown,unknown,unknown,C4,C2
thespec.com,Canada,unknown,unknown,unknown,C4,C2
thestar.com,Canada,unknown,unknown,unknown,C4,C2
thestarphoenix.com,Canada,unknown,unknown,unknown,C4,C2
thewhig.com,Canada,unknown,unknown,unknown,C4,C2
toacorn.com,Canada,unknown,unknown,unknown,C4,C2
toronto.citynews.ca,Canada,unknown,unknown,unknown,C4,C2
trucknews.com,Canada,unknown,unknown,unknown,C4,C2
tvanouvelles.ca,Canada,unknown,unknown,unknown,C4,C2
tvasports.ca,Canada,unknown,unknown,unknown,C4,C2
vancouverisland.ctvnews.ca,Canada,unknown,unknown,unknown,C4,C2
vancouversun.com,Canada,unknown,unknown,unknown,C4,C2
vaughantoday.ca,Canada,unknown,unknown,unknown,C4,C2
vernonmorningstar.com,Canada,unknown,unknown,unknown,C4,C2
victoriabuzz.com,Canada,unknown,unknown,unknown,C4,C2
winnipeg.ctvnews.ca,Canada,unknown,unknown,unknown,C4,C2
winnipegsun.com,Canada,unknown,unknown,unknown,C4,C2
woodstocksentinelreview.com,Canada,unknown,unknown,unknown,C4,C2
northumberlandnews.com,Canada,English,unknown,unknown,unknown,unknown
hotnewhiphop.com,"Canada-United-States",English,unknown,unknown,unknown,unknown
news.vice.com,"Canada-United-States",unknown,unknown,unknown,unknown,unknown
bet.com,"Canada-United-States-France-United-Kingdom",unknown,unknown,unknown,unknown,unknown
anacao.cv,Cape-Verde,unknown,unknown,unknown,C10,unknown
asemana.publ.cv,Cape-Verde,unknown,unknown,unknown,C10,unknown
expressodasilhas.cv,Cape-Verde,unknown,unknown,unknown,C10,unknown
expressodasilhas.sapo.cv,Cape-Verde,unknown,unknown,unknown,C10,unknown
inforpress.publ.cv,Cape-Verde,unknown,unknown,unknown,C10,unknown
eldinamo.cl,Chile,Spanish,Centre-Centre-right-Pluralism-Liberalism-Christian-democracy,https://en.wikipedia.org/wiki/El_D%C3%ADnamo,C13,C4
eldinamo.com,Chile,Spanish,Centre-Centre-right-Pluralism-Liberalism-Christian-democracy,https://en.wikipedia.org/wiki/El_D%C3%ADnamo,C13,C4
elmostrador.cl,Chile,Spanish,Pluralism,https://en.wikipedia.org/wiki/El_Mostrador,C13,C4
santiagotimes.cl,Chile,English,unknown,unknown,C13,C4
chilevision.cl,Chile,unknown,unknown,unknown,C13,C4
diarioeldia.cl,Chile,unknown,unknown,unknown,C13,C4
infodefensa.com,Chile,unknown,unknown,unknown,C13,C4
lanacion.cl,Chile,unknown,unknown,unknown,C13,C4
lared.cl,Chile,unknown,unknown,unknown,C13,C4
latercera.com,Chile,unknown,unknown,unknown,C13,C4
elciudadano.cl,Chili,unknown,unknown,unknown,unknown,unknown
bjreview.com.cn,China,"English-Japanese-French-German-Chinese",Chinese-Communist-Party,https://en.wikipedia.org/wiki/Beijing_Review,C18,C9
mil.huanqiu.com,China,Chinese-and-English,Chinese-Communist-Party,https://en.wikipedia.org/wiki/Global_Times,C18,C9
opinion.huanqiu.com,China,Chinese-and-English,Chinese-Communist-Party,https://en.wikipedia.org/wiki/Global_Times,C18,C9
oversea.huanqiu.com,China,Chinese-and-English,Chinese-Communist-Party,https://en.wikipedia.org/wiki/Global_Times,C18,C9
world.huanqiu.com,China,Chinese-and-English,Chine-e-Communist-Party,https://en.wikipedia.org/wiki/Global_Times,C18,C9
jfdaily.com,China,Chinese,Chinese-Communist-Party,https://en.wikipedia.org/wiki/Jiefang_Daily,C18,C9
cankaoxiaoxi.com,China,"Chinese-Uyghur-Kazakh-Korean-Mongolian",Chinese-Communist-Party,https://en.wikipedia.org/wiki/Reference_News,C18,C9
thepaper.cn,China,Mandarin-Chinese,"Pro-Chinese-Communist-Party-pro-liberalism",https://en.wikipedia.org/wiki/The_Paper_(newspaper),C18,C9
global.udn.com,China,Traditional-Chinese,Pan-Blue,https://en.wikipedia.org/wiki/United_Daily_News,C18,C9
health.udn.com,China,Traditional-Chinese,Pan-Blue,https://en.wikipedia.org/wiki/United_Daily_News,C18,C9
money.udn.com,China,Traditional-Chinese,Pan-Blue,https://en.wikipedia.org/wiki/United_Daily_News,C18,C9
udn.com,China,Traditional-Chinese,Pan-Blue,https://en.wikipedia.org/wiki/United_Daily_News,C18,C9
cn.dailyeconomic.com,China,Chinese,unknown,unknown,C18,C9
hinews.cn,China,Chinese,unknown,unknown,C18,C9
news.dahe.cn,China,Chinese,unknown,unknown,C18,C9
news.xnnews.com.cn,China,Chinese,unknown,unknown,C18,C9
news.yangtse.com,China,Chinese,unknown,unknown,C18,C9
qstheory.cn,China,Chinese,unknown,unknown,C18,C9
scitech.people.com.cn,China,Chinese,unknown,unknown,C18,C9
bjd.com.cn,China,Chinese,unknown,unknown,C18,C9
news.bjd.com.cn,China,Chinese,unknown,unknown,C18,C9
news.timedg.com,China,Simplified-Chinese,unknown,unknown,C18,C9
caiweiming.blog.caixin.com,China,unknown,unknown,unknown,C18,C9
caixin.com,China,unknown,unknown,unknown,C18,C9
caixinglobal.com,China,unknown,unknown,unknown,C18,C9
china.dwnews.com,China,unknown,unknown,unknown,C18,C9
china.org.cn,China,unknown,unknown,unknown,C18,C9
companies.caixin.com,China,unknown,unknown,unknown,C18,C9
dronedj.com,China,unknown,unknown,unknown,C18,C9
english.cntv.cn,China,unknown,unknown,unknown,C18,C9
english.sina.com,China,unknown,unknown,unknown,C18,C9
es.investing.com,China,unknown,unknown,unknown,C18,C9
espanol.cntv.cn,China,unknown,unknown,unknown,C18,C9
finance.caixin.com,China,unknown,unknown,unknown,C18,C9
finance.eastmoney.com,China,unknown,unknown,unknown,C18,C9
finance.gucheng.com,China,unknown,unknown,unknown,C18,C9
fmprc.gov.cn,China,unknown,unknown,unknown,C18,C9
fr.investing.com,China,unknown,unknown,unknown,C18,C9
gbclub.cs.com.cn,China,unknown,unknown,unknown,C18,C9
globaltimes.cn,China,unknown,unknown,unknown,C18,C9
h5.ifeng.com,China,unknown,unknown,unknown,C18,C9
hongkong.dwnews.com,China,unknown,unknown,unknown,C18,C9
hunan.voc.com.cn,China,unknown,unknown,unknown,C18,C9
in.investing.com,China,unknown,unknown,unknown,C18,C9
investineu.com,China,unknown,unknown,unknown,C18,C9
investing.com,China,unknown,unknown,unknown,C18,C9
investingnews.com,China,unknown,unknown,unknown,C18,C9
investors.com,China,unknown,unknown,unknown,C18,C9
it.investing.com,China,unknown,unknown,unknown,C18,C9
macaubusinessdaily.com,China,unknown,unknown,unknown,C18,C9
macaudailytimes.com.mo,China,unknown,unknown,unknown,C18,C9
mil.news.sina.com.cn,China,unknown,unknown,unknown,C18,C9
military.china.com.cn,China,unknown,unknown,unknown,C18,C9
military.people.com.cn,China,unknown,unknown,unknown,C18,C9
money.163.com,China,unknown,unknown,unknown,C18,C9
mpfinance.com,China,unknown,unknown,unknown,C18,C9
news.cgtn.com,China,unknown,unknown,unknown,C18,C9
news.hljtv.com,China,unknown,unknown,unknown,C18,C9
news.sciencenet.cn,China,unknown,unknown,unknown,C18,C9
news.sina.com.cn,China,unknown,unknown,unknown,C18,C9
news.sina.com.tw,China,unknown,unknown,unknown,C18,C9
news.youth.cn,China,unknown,unknown,unknown,C18,C9
opinion.caixin.com,China,unknown,unknown,unknown,C18,C9
opinion.hexun.com,China,unknown,unknown,unknown,C18,C9
p5w.net,China,unknown,unknown,unknown,C18,C9
sc.people.com.cn,China,unknown,unknown,unknown,C18,C9
sina.com.hk,China,unknown,unknown,unknown,C18,C9
sports.sina.com.cn,China,unknown,unknown,unknown,C18,C9
szsb.sznews.com,China,unknown,unknown,unknown,C18,C9
tech.huanqiu.com,China,unknown,unknown,unknown,C18,C9
thatsmags.com,China,unknown,unknown,unknown,C18,C9
tv.zol.com.cn,China,unknown,unknown,unknown,C18,C9
uk.investing.com,China,unknown,unknown,unknown,C18,C9
xinhuanet.com,China,unknown,unknown,unknown,C18,C9
za.investing.com,China,unknown,unknown,unknown,C18,C9
news.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
business.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
learning.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
mil.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
mt.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
pic.news.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
sports.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
star.news.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
stock.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
travel.sohu.com,"China-United-States",unknown,unknown,unknown,unknown,unknown
colombia2020.elespectador.com,Colombia,Spanish,"Liberalism-Social-liberalism",https://en.wikipedia.org/wiki/El_Espectador,C12,C18
elheraldo.co,Colombia,Spanish,Centre-left,https://en.wikipedia.org/wiki/El_Heraldo_(Colombia),C12,C18
eluniversal.com.co,Colombia,Spanish,Progressivism,https://en.wikipedia.org/wiki/El_Universal_(Cartagena),C12,C18
cronicadelquindio.com,Colombia,Spanish,Centre-right,https://en.wikipedia.org/wiki/La_Cr%C3%B3nica_del_Quind%C3%ADo,C12,C18
blogs.elespectador.com,Colombia,unknown,unknown,unknown,C12,C18
canal1.com.co,Colombia,unknown,unknown,unknown,C12,C18
colombiareports.com,Colombia,unknown,unknown,unknown,C12,C18
lasillavacia.com,Colombia,unknown,unknown,unknown,C12,C18
noticias24.com,Colombia,unknown,unknown,unknown,C12,C18
ntn24.com,Colombia,unknown,unknown,unknown,C12,C18
rionegro.com.ar,Colombia,unknown,unknown,unknown,C12,C18
eltiempo.com.ec,Columbia,unknown,unknown,unknown,unknown,unknown
themaneater.com,Columbia,unknown,unknown,unknown,unknown,unknown
teletica.com,Costa-Rica,unknown,unknown,unknown,C10,C4
repretel.com,"Costa-Rica-United-States",unknown,unknown,unknown,unknown,unknown
vecernji.hr,Croatia,Croatian,Conservatism,https://en.wikipedia.org/wiki/Ve%C4%8Dernji_list,C16,C4
24sata.hr,Croatia,Croatian,unknown,unknown,C16,C4
24sata.info,Croatia,Croatian,unknown,unknown,C16,C4
dubrovacki.slobodnadalmacija.hr,Croatia,Croatian,unknown,unknown,C16,C4
glas-slavonije.hr,Croatia,Croatian,unknown,unknown,C16,C4
sportske.net,Croatia,unknown,unknown,unknown,C16,C4
juventudrebelde.cu,Cuba,Spanish,Communism,https://en.wikipedia.org/wiki/Juventud_Rebelde,unknown,C10
cubahora.cu,Cuba,unknown,unknown,unknown,unknown,C10
en.granma.cu,Cuba,unknown,unknown,unknown,unknown,C10
plenglish.com,Cuba,unknown,unknown,unknown,unknown,C10
radiohc.cu,Cuba,unknown,unknown,unknown,unknown,C10
radiorebelde.cu,Cuba,unknown,unknown,unknown,unknown,C10
in-cyprus.philenews.com,Cyprus,Greek,Independent-liberal,https://en.wikipedia.org/wiki/Phileleftheros,unknown,C4
cyprusbusinessmail.com,Cyprus,unknown,unknown,unknown,unknown,C4
cyprus-mail.com,Cyprus,unknown,unknown,unknown,unknown,C4
kibrispostasi.com,Cyprus,unknown,unknown,unknown,unknown,C4
sigmalive.com,Cyprus,unknown,unknown,unknown,unknown,C4
bohemia.cu,Czech-Republic,unknown,unknown,unknown,C5,C3
en.radiofarda.com,Czech-Republic,unknown,unknown,unknown,C5,C3
espanol.radio.cz,Czech-Republic,unknown,unknown,unknown,C5,C3
livesport.ru,Czech-Republic,unknown,unknown,unknown,C5,C3
praguepost.com,Czech-Republic,unknown,unknown,unknown,C5,C3
radio.cz,Czech-Republic,unknown,unknown,unknown,C5,C3
cphpost.dk,Denmark,English,Neutral,https://en.wikipedia.org/wiki/The_Copenhagen_Post,C8,C2
finanz.dk,Denmark,unknown,unknown,unknown,C8,C2
sport24.co.za,Denmark,unknown,unknown,unknown,C8,C2
diarioinenglish.com,Dominican-Republic,unknown,Centre-left-to-Centre-right,https://en.wikipedia.org/wiki/List%C3%ADn_Diario,C20,C18
diariolibre.com,Dominican-Republic,unknown,unknown,unknown,C20,C18
hoy.com.do,Dominican-Republic,unknown,unknown,unknown,C20,C18
listindiario.com,Dominican-Republic,unknown,unknown,unknown,C20,C18
eltelegrafo.com.ec,Ecuador,unknown,Public,https://en.wikipedia.org/wiki/El_Tel%C3%A9grafo_(Ecuador),C20,C20
gamavision.com.ec,Ecuador,unknown,unknown,unknown,C20,C20
english.ahram.org.eg,Egypt,"Arabic-English",-Uncertain-(2011-)-National-Democratic-Party-(1978-2011),https://en.wikipedia.org/wiki/Al-Ahram,C19,C5
hebdo.ahram.org.eg,Egypt,"Arabic-English",-Uncertain-(2011-)-National-Democratic-Party-(1978-2011),https://en.wikipedia.org/wiki/Al-Ahram,C19,C5
weekly.ahram.org.eg,Egypt,"Arabic-English",Uncertain-(2011Âpresent)-National-Democratic-Party-(1978Â2011),https://en.wikipedia.org/wiki/Al-Ahram,C19,C5
almasryalyoum.com,Egypt,unknown,IndependentReformistLiberal,https://en.wikipedia.org/wiki/Al-Masry_Al-Youm,C19,C5
shorouknews.com,Egypt,Arabic,Center-left,https://en.wikipedia.org/wiki/Al-Shorouk,C19,C5
alwafd.news,Egypt,unknown,"Opposition-(Centre-right-National-liberalism-Egyptian-nationalism)",https://en.wikipedia.org/wiki/Al-Wafd,C19,C5
madamasr.com,Egypt,Arabic-English,Left-wing,https://en.wikipedia.org/wiki/Mada_Masr,C19,C5
youm7.com,Egypt,unknown,Independent-reformist-liberal,https://en.wikipedia.org/wiki/Youm7,C19,C5
akhbarelyom.com,Egypt,Arabic,unknown,unknown,C19,C5
almalnews.com,Egypt,Arabic,unknown,unknown,C19,C5
elfagr.com,Egypt,Arabic,unknown,unknown,C19,C5
elfagr.news,Egypt,Arabic,unknown,unknown,C19,C5
elfagr.org,Egypt,Arabic,unknown,unknown,C19,C5
elshaab.org,Egypt,Arabic,unknown,unknown,C19,C5
en.almalnews.com,Egypt,Arabic,unknown,unknown,C19,C5
tahrirnews.com,Egypt,Classical-Arabic,unknown,unknown,C19,C5
shbabmisr.com,Egypt,Egyptian-Arabic,unknown,unknown,C19,C5
egyptindependent.com,Egypt,English,unknown,unknown,C19,C5
alwafd.org,Egypt,unknown,unknown,unknown,C19,C5
cairnspost.com.au,Egypt,unknown,unknown,unknown,C19,C5
dailynewssegypt.com,Egypt,unknown,unknown,unknown,C19,C5
egypttoday.com,Egypt,unknown,unknown,unknown,C19,C5
filfan.com,Egypt,unknown,unknown,unknown,C19,C5
mena.org.eg,Egypt,unknown,unknown,unknown,C19,C5
wwww.dailynewssegypt.com,Egypt,unknown,unknown,unknown,C19,C5
diario.elmundo.sv,El-Salvador,Spanish,unknown,unknown,C13,C17
thereporterethiopia.com,Ethiopia,English-Amharic,Conservative,https://en.wikipedia.org/wiki/The_Reporter_(Ethiopia),C20,C8
fijisun.com.fj,Fiji,unknown,unknown,unknown,unknown,unknown
finlandtimes.fi,Finland,unknown,unknown,unknown,C8,C2
helsinkitimes.fi,Finland,unknown,unknown,unknown,C8,C2
savonsanomat.fi,Finland,unknown,unknown,unknown,C8,C2
valtioneuvosto.fi,Finland,unknown,unknown,unknown,C8,C2
courrierinternational.com,France,French-Portuguese-Japanese,Centre-left/Centre,https://en.wikipedia.org/wiki/Courrier_International,C14,C2
lamontagne.fr,France,French,Socialist,https://en.wikipedia.org/wiki/La_Montagne_(newspaper),C14,C2
mondemedia.info,France,French,Liberal-socialism[a],https://en.wikipedia.org/wiki/Le_Monde,C14,C2
liberation.fr,France,French,Centre-left,https://en.wikipedia.org/wiki/Lib%C3%A9ration,C14,C2
elle.fr,France,"Bulgarian-Chinese-Croatian-Czech-Danish-Dutch-English-Finnish-French-German-Greek-Hungarian-Indonesian-Italian-Japanese-Korean-rwegian-Polish-Brazilian-Portuguese-Romanian-Russian-Serbian-Slovene-Spanish-Swedish-Thai-Turkish-Ukrainian-Vietnamese",unknown,unknown,C14,C2
theafricareport.com,France,English,unknown,unknown,C14,C2
20minutes.fr,France,French,unknown,unknown,C14,C2
cnewsmatin.fr,France,French,unknown,unknown,C14,C2
corsematin.com,France,French,unknown,unknown,C14,C2
europeonline-magazine.eu,France,French,unknown,unknown,C14,C2
femmeactuelle.fr,France,French,unknown,unknown,C14,C2
jeuneafrique.com,France,French,unknown,unknown,C14,C2
lavdn.lavoixdunord.fr,France,French,unknown,unknown,C14,C2
lesinrocks.com,France,French,unknown,unknown,C14,C2
parismatch.be,France,French,unknown,unknown,C14,C2
telerama.fr,France,French,unknown,unknown,C14,C2
usinenouvelle.com,France,French,unknown,unknown,C14,C2
voici.fr,France,French,unknown,unknown,C14,C2
gala.fr,France,"French-German-Greek-Polish",unknown,unknown,C14,C2
actu.orange.fr,France,unknown,unknown,unknown,C14,C2
africanews.com,France,unknown,unknown,unknown,C14,C2
aleteia.org,France,unknown,unknown,unknown,C14,C2
arabic.euronews.com,France,unknown,unknown,unknown,C14,C2
bfmbusiness.bfmtv.com,France,unknown,unknown,unknown,C14,C2
bfmtv.com,France,unknown,unknown,unknown,C14,C2
boursorama.com,France,unknown,unknown,unknown,C14,C2
buyingbusinesstravel.com,France,unknown,unknown,unknown,C14,C2
caradisiac.com,France,unknown,unknown,unknown,C14,C2
clicanoo.re,France,unknown,unknown,unknown,C14,C2
desktop.corsematin.com,France,unknown,unknown,unknown,C14,C2
egaliteetreconciliation.fr,France,unknown,unknown,unknown,C14,C2
en.rfi.fr,France,unknown,unknown,unknown,C14,C2
english.rfi.fr,France,unknown,unknown,unknown,C14,C2
es.aleteia.org,France,unknown,unknown,unknown,C14,C2
es.euronews.com,France,unknown,unknown,unknown,C14,C2
euronews.com,France,unknown,unknown,unknown,C14,C2
eurosport.com,France,unknown,unknown,unknown,C14,C2
eurosport.fr,France,unknown,unknown,unknown,C14,C2
fr.aleteia.org,France,unknown,unknown,unknown,C14,C2
fr.euronews.com,France,unknown,unknown,unknown,C14,C2
france24.com,France,unknown,unknown,unknown,C14,C2
franceinfo.fr,France,unknown,unknown,unknown,C14,C2
info.nouvelobs.com,France,unknown,unknown,unknown,C14,C2
it.aleteia.org,France,unknown,unknown,unknown,C14,C2
it.euronews.com,France,unknown,unknown,unknown,C14,C2
lanouvellerepublique.fr,France,unknown,unknown,unknown,C14,C2
lavie.fr,France,unknown,unknown,unknown,C14,C2
lavoixdunord.fr,France,unknown,unknown,unknown,C14,C2
lci.fr,France,unknown,unknown,unknown,C14,C2
lci.tf1.fr,France,unknown,unknown,unknown,C14,C2
leblogauto.com,France,unknown,unknown,unknown,C14,C2
ledauphine.com,France,unknown,unknown,unknown,C14,C2
leparisien.fr,France,unknown,unknown,unknown,C14,C2
lepoint.fr,France,unknown,unknown,unknown,C14,C2
lepopulaire.fr,France,unknown,unknown,unknown,C14,C2
lexpress.fr,France,unknown,unknown,unknown,C14,C2
martinique.franceantilles.fr,France,unknown,unknown,unknown,C14,C2
my-angers.info,France,unknown,unknown,unknown,C14,C2
ncr-iran.org,France,unknown,unknown,unknown,C14,C2
nordeclair.be,France,unknown,unknown,unknown,C14,C2
ouest-france.fr,France,unknown,unknown,unknown,C14,C2
people.bfmtv.com,France,unknown,unknown,unknown,C14,C2
pt.rfi.fr,France,unknown,unknown,unknown,C14,C2
regards.fr,France,unknown,unknown,unknown,C14,C2
sectorpublishingintelligence.co.uk,France,unknown,unknown,unknown,C14,C2
sport.fr,France,unknown,unknown,unknown,C14,C2
sport24.lefigaro.fr,France,unknown,unknown,unknown,C14,C2
sports.fr,France,unknown,unknown,unknown,C14,C2
tr.euronews.com,France,unknown,unknown,unknown,C14,C2
universfreebox.com,France,unknown,unknown,unknown,C14,C2
valeursactuelles.com,France,unknown,unknown,unknown,C14,C2
video-it.eurosport.com,France,unknown,unknown,unknown,C14,C2
europe1.fr,"France-Switzerland-Belgium",unknown,unknown,unknown,unknown,unknown
marieclaire.com,"France-United-Kingdom",Distributed-in-24-languages,unknown,unknown,unknown,unknown
gabonactualites.com,Gabon,unknown,unknown,unknown,unknown,C7
thepoint.gm,Gambia,English,Neutral,https://en.wikipedia.org/wiki/The_Point_(the_Gambia),unknown,unknown
